City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,caucaia,-3.7361,-38.6531,28.5,77,75,1.03,BR,1674156925
286,awjilah,29.1081,21.2869,15.8,23,0,4.79,LY,1674157223
287,iqaluit,63.7506,-68.5145,-24.06,76,100,0.0,CA,1674157223
288,palmer,42.1584,-72.3287,4.02,83,100,0.0,US,1674157224
289,upernavik,72.7868,-56.1549,-24.86,96,100,3.74,GL,1674157224
290,shilka,51.85,116.0333,-29.13,97,100,0.59,RU,1674157225
291,nanortalik,60.1432,-45.2371,-2.02,96,100,2.78,GL,1674157225
292,savannakhet,16.566,104.751,14.64,83,20,4.16,LA,1674157225
293,banda aceh,5.5577,95.3222,24.74,82,100,3.78,ID,1674157226
294,saldanha,-33.0117,17.9442,20.03,92,0,5.2,ZA,1674157226
295,kamiiso,41.8167,140.65,-1.87,94,48,3.27,JP,1674157227
296,waipawa,-41.4122,175.5153,17.84,73,2,2.06,NZ,1674157227
297,odweyne,9.4092,45.064,18.31,42,7,7.2,SO,1674157227
298,sitka,57.0531,-135.33,4.94,81,100,7.72,US,1674157228
299,biltine,14.5333,20.9167,24.17,17,6,2.94,TD,1674157228
300,arcata,40.8665,-124.0828,9.34,86,0,2.57,US,1674157228
301,tucupita,9.0622,-62.051,25.25,82,78,2.83,VE,1674157229
302,komsomolskiy,40.4272,71.7189,-5.6,79,3,1.03,UZ,1674157229
303,nemuro,43.3236,145.575,-3.54,92,100,7.66,JP,1674157229
304,westport,41.1415,-73.3579,5.05,89,100,4.12,US,1674157048
305,bengkulu,-3.8004,102.2655,22.39,95,100,1.44,ID,1674157230
306,toma,12.7667,-2.8833,24.95,12,8,4.16,BF,1674157230
307,narsipatnam,17.6667,82.6167,19.03,92,5,1.09,IN,1674157230
308,bethel,41.3712,-73.414,3.64,85,100,1.84,US,1674157231
309,tupik,54.4253,119.9327,-46.15,100,80,0.51,RU,1674157231
310,karachev,53.1229,34.9852,4.74,89,100,6.87,RU,1674157232
311,plouzane,48.3833,-4.6167,4.03,93,20,4.12,FR,1674157232
312,zwolle,52.5126,6.0936,2.18,88,24,1.34,NL,1674157232
313,kosonsoy,41.2561,71.5508,-9.69,62,0,3.35,UZ,1674157233
314,poykovskiy,61.2333,73.3333,-17.84,78,40,0.0,RU,1674157233
315,cheremukhovo,60.3484,59.9851,-15.8,95,100,1.74,RU,1674157233
316,ust-kuyga,70.0167,135.6,-38.7,98,67,2.25,RU,1674157233
317,kahului,20.8947,-156.47,26.02,76,20,4.02,US,1674157216
318,aldan,58.6031,125.3894,-47.28,98,100,1.91,RU,1674157234
319,geraldton,-28.7667,114.6,22.23,83,0,3.09,AU,1674157173
320,portland,45.5234,-122.6762,5.99,93,100,2.06,US,1674156615
321,cockburn town,21.4612,-71.1419,24.76,72,19,7.74,TC,1674157234
322,chimbarongo,-34.7,-71.05,25.96,24,0,7.16,CL,1674157235
323,sirsa,29.5333,75.0167,11.32,81,100,4.88,IN,1674157235
324,buchanan,5.8808,-10.0467,26.47,87,54,3.44,LR,1674157235
325,pavilosta,56.8879,21.1859,-0.05,89,17,3.43,LV,1674157236
326,adrar,20.5022,-10.0711,19.59,32,34,3.76,MR,1674157236
327,itarema,-2.9248,-39.9167,27.62,69,83,5.11,BR,1674157236
328,ola,59.5833,151.2833,-29.49,84,34,5.34,RU,1674157237
329,la ronge,55.1001,-105.2842,-6.86,86,100,4.12,CA,1674157237
330,awbari,26.5921,12.7805,12.59,31,0,6.08,LY,1674157237
331,kaitangata,-46.2817,169.8464,16.4,78,76,1.36,NZ,1674157237
332,rawson,-43.3002,-65.1023,33.67,27,38,5.76,AR,1674157199
333,port augusta,-32.5,137.7667,15.57,54,10,3.24,AU,1674157238
334,kuah,6.3265,99.8432,26.99,74,20,1.54,MY,1674157238
335,horta,38.5333,-28.6333,15.01,75,75,4.92,PT,1674157238
336,yurimaguas,-5.9,-76.0833,24.09,94,100,1.54,PE,1674157239
337,ust-kut,56.7938,105.7672,-29.75,99,100,0.97,RU,1674157239
338,henties bay,-22.116,14.2845,18.87,86,86,3.31,NA,1674157239
339,port macquarie,-31.4333,152.9167,18.27,79,100,4.87,AU,1674157240
340,hamilton,39.1834,-84.5333,17.54,44,0,8.23,US,1674156961
341,touros,-5.1989,-35.4608,27.59,71,29,5.85,BR,1674157240
342,mana,5.6592,-53.7767,25.59,77,42,3.21,GF,1674157240
343,luwuk,-0.9516,122.7875,25.21,80,94,1.42,ID,1674157005
344,fairbanks,64.8378,-147.7164,-21.02,81,75,2.06,US,1674157202
345,valparaiso,-33.0393,-71.6273,19.15,92,75,3.6,CL,1674157241
346,chifeng,42.2683,118.9636,-16.96,38,0,4.17,CN,1674157241
347,meadow lake,34.8014,-106.5436,6.35,43,93,1.92,US,1674157242
348,lompoc,34.6391,-120.4579,12.14,93,100,3.6,US,1674157242
349,nelson bay,-32.7167,152.15,18.33,97,93,2.68,AU,1674157242
350,ozu,33.5,132.55,6.77,70,94,3.55,JP,1674157243
351,vlasotince,42.9636,22.1231,8.47,82,100,1.91,RS,1674157243
352,plettenberg bay,-34.0527,23.3716,19.65,90,18,1.05,ZA,1674157070
353,labuhan,-6.8844,112.2051,24.67,88,100,2.97,ID,1674157243
354,barahona,18.2085,-71.1008,29.9,48,20,8.23,DO,1674157244
355,vizinga,61.0749,50.1031,-5.09,88,100,4.94,RU,1674157244
356,puerto escondido,15.85,-97.0667,29.46,61,40,4.63,MX,1674157069
357,siena,43.2167,11.4,2.74,94,91,1.46,IT,1674157244
358,pemangkat,1.1667,108.9667,24.89,90,100,2.1,ID,1674157244
359,shelburne,44.0787,-80.2041,-0.56,98,100,7.39,CA,1674157245
360,hovd,48.0056,91.6419,-15.57,66,8,1.07,MN,1674157245
361,biloela,-24.4167,150.5,20.51,82,2,1.36,AU,1674157245
362,erdenet,49.0333,104.0833,-23.67,86,100,1.57,MN,1674157246
363,plyussa,58.4308,29.3654,-2.81,97,100,0.26,RU,1674156960
364,camopi,3.1655,-52.3158,25.3,93,48,1.42,GF,1674157246
365,glinka,54.6404,32.8781,3.44,97,100,6.2,RU,1674157246
366,ilorin,8.5,4.55,29.2,30,0,2.57,NG,1674157247
367,satipo,-11.2522,-74.6386,21.16,99,100,0.45,PE,1674157247
368,cao bang,22.6667,106.25,11.52,56,92,0.58,VN,1674157247
369,ishikawa,26.4233,127.8214,15.98,81,75,4.0,JP,1674157248
370,kralendijk,12.15,-68.2667,28.99,61,40,8.75,BQ,1674157248
371,longyearbyen,78.2186,15.6401,-1.09,74,75,5.14,SJ,1674157248
372,turtas,58.9417,69.1325,-10.52,97,96,2.09,RU,1674157249
373,inongo,-1.95,18.2667,24.56,79,27,0.64,CD,1674157249
374,svetlyy,54.675,20.1347,0.03,91,100,2.17,RU,1674157249
375,nizhniy tsasuchey,50.5167,115.1333,-25.83,92,100,0.67,RU,1674157250
376,soyo,-6.1349,12.3689,25.08,92,100,4.76,AO,1674157250
377,turcinesti,45.1,23.3333,7.4,92,100,1.21,RO,1674157250
378,kachiry,53.0675,76.1036,-17.03,92,63,3.34,KZ,1674157251
379,lixourion,38.2019,20.4314,14.95,79,100,8.16,GR,1674157251
380,sao felix do xingu,-6.6447,-51.995,24.24,97,88,1.17,BR,1674157252
381,vila franca do campo,37.7167,-25.4333,13.23,77,77,1.72,PT,1674157252
382,tsabong,-26.0217,22.401,29.51,31,98,3.64,BW,1674157252
383,horodnytsya,50.807,27.3168,7.31,93,100,2.74,UA,1674157252
384,cananeia,-25.0147,-47.9267,26.05,83,23,3.33,BR,1674157253
385,inhumas,-16.3578,-49.4961,28.85,79,25,0.49,BR,1674157253
386,port shepstone,-30.7414,30.455,25.21,70,100,3.6,ZA,1674157254
387,luderitz,-26.6481,15.1594,19.55,77,2,8.5,NA,1674157254
388,grand gaube,-20.0064,57.6608,25.22,89,100,2.24,MU,1674157254
389,saint-leu,-21.15,55.2833,24.48,84,100,3.4,RE,1674157254
390,xichang,27.8964,102.2634,2.1,69,0,1.46,CN,1674157255
391,morgan city,29.6994,-91.2068,23.89,33,18,3.97,US,1674157255
392,oron,4.8256,8.2343,27.34,79,24,2.28,NG,1674157255
393,senanga,-16.1167,23.2667,20.77,92,100,1.78,ZM,1674157256
394,melilla,35.2937,-2.9383,14.21,47,0,8.23,ES,1674157256
395,muros,42.7762,-9.0603,13.38,94,100,9.36,ES,1674157256
396,svetlogorsk,52.6333,29.7333,6.77,93,100,5.39,BY,1674157257
397,shakawe,-18.3667,21.85,20.71,91,100,4.26,BW,1674157257
398,nouakchott,18.0858,-15.9785,21.96,70,1,6.99,MR,1674156974
399,keti bandar,24.1447,67.4497,14.66,50,9,9.09,PK,1674157257
400,carupano,10.6678,-63.2585,26.74,72,23,6.05,VE,1674157258
401,varhaug,58.6147,5.6457,-0.06,82,5,2.75,NO,1674157258
402,samarai,-10.6167,150.6667,26.79,78,100,2.8,PG,1674157259
403,hambantota,6.1241,81.1185,23.16,64,13,7.55,LK,1674157259
404,chernenko,44.365,39.3103,8.29,68,21,1.07,RU,1674157259
405,carutapera,-1.195,-46.02,24.33,93,99,1.82,BR,1674157259
406,tilichiki,60.4667,166.1,-31.56,91,14,4.13,RU,1674157260
407,margate,51.3813,1.3862,3.16,77,8,2.68,GB,1674156853
408,gaoua,10.2992,-3.2508,28.19,14,8,1.22,BF,1674157260
409,inverell,-29.7833,151.1167,20.37,81,48,0.45,AU,1674157260
410,oranjestad,12.524,-70.027,28.97,65,20,9.26,AW,1674157261
411,dolores,-36.3132,-57.6792,29.83,36,0,7.94,AR,1674157261
412,asyut,27.181,31.1837,15.1,28,0,2.84,EG,1674157261
413,gornopravdinsk,60.05,69.9,-8.01,98,100,0.88,RU,1674157262
414,pisco,-13.7,-76.2167,26.03,61,0,8.23,PE,1674157262
415,burgeo,47.6167,-57.6152,2.17,95,100,2.49,CA,1674157263
416,saint-joseph,-21.3667,55.6167,24.21,86,100,3.9,RE,1674157263
417,husavik,66.0449,-17.3389,-9.59,89,100,5.05,IS,1674157264
418,nantucket,41.2835,-70.0995,6.08,70,100,0.0,US,1674157189
419,bilma,18.6853,12.9164,19.93,15,25,3.77,NE,1674157265
420,qingyuan,23.7,113.0333,10.99,83,0,2.46,CN,1674157265
421,port hawkesbury,45.6169,-61.3485,1.06,94,100,9.77,CA,1674157266
422,orlik,52.5178,99.825,-21.17,96,100,1.24,RU,1674157266
423,blagoyevo,63.3667,47.9167,-1.07,92,100,5.66,RU,1674157267
424,sao jose da coroa grande,-8.8978,-35.1478,26.74,74,100,3.28,BR,1674157268
425,trairi,-3.2778,-39.2689,27.4,71,99,4.19,BR,1674157027
426,karlshamn,56.1706,14.8619,3.27,82,98,5.71,SE,1674157268
427,mayo,38.8876,-76.5119,8.7,88,100,1.54,US,1674157269
428,ughelli,5.4899,6.0074,26.68,74,100,2.87,NG,1674157269
429,oparino,59.8518,48.2783,-5.6,92,100,5.41,RU,1674157270
430,tuatapere,-46.1333,167.6833,15.3,66,100,2.98,NZ,1674157271
431,xai-xai,-25.0519,33.6442,25.86,79,13,6.11,MZ,1674157271
432,andros town,24.7,-77.7667,26.98,57,1,5.61,BS,1674157272
433,port washington,40.8257,-73.6982,5.48,86,100,3.6,US,1674157272
434,umea,63.8284,20.2597,-0.04,93,100,1.03,SE,1674157104
435,palauig,15.435,119.9045,24.85,71,23,2.04,PH,1674157273
436,semey,50.4111,80.2275,-14.0,96,99,1.7,KZ,1674157063
437,parambu,-6.2111,-40.6944,23.84,82,100,0.85,BR,1674157273
438,iskateley,67.6803,53.1512,-3.93,89,100,8.98,RU,1674157274
439,igarka,67.4667,86.5833,-38.71,93,11,1.34,RU,1674157274
440,progreso,21.2833,-89.6667,32.84,60,10,3.38,MX,1674157275
441,narasannapeta,18.4167,84.05,22.15,82,57,1.38,IN,1674157275
442,nerchinskiy zavod,51.3088,119.61,-44.32,100,59,0.85,RU,1674157275
443,lanxi,29.2195,119.477,5.71,78,8,1.41,CN,1674157276
444,sawakin,19.1059,37.3321,24.03,78,89,2.25,SD,1674157276
445,menongue,-14.6585,17.691,18.08,88,98,1.06,AO,1674157277
446,honiara,-9.4333,159.95,26.42,84,100,1.9,SB,1674157277
447,padang,-0.9492,100.3543,24.14,86,99,1.73,ID,1674157277
448,north bend,43.4065,-124.2243,8.37,93,20,2.57,US,1674157158
449,tolaga bay,-38.3667,178.3,20.05,83,72,0.89,NZ,1674157278
450,lamar,33.6668,-95.5836,13.32,40,0,6.17,US,1674157278
451,kismayo,-0.3582,42.5454,25.08,82,86,7.52,SO,1674157279
452,nyagan,62.1406,65.3936,-4.86,97,100,1.26,RU,1674157279
453,jaumave,23.4167,-99.3833,26.19,37,55,2.76,MX,1674157280
454,liwale,-9.7667,37.9333,21.16,94,100,1.71,TZ,1674157280
455,sandwick,60.0,-1.25,2.9,81,20,6.69,GB,1674157281
456,iquitos,-3.7481,-73.2472,27.02,89,75,2.06,PE,1674157281
457,xinzhou,38.4092,112.7333,-12.99,66,0,0.81,CN,1674157282
458,saint-donat-de-montcalm,46.3187,-74.2219,-2.08,83,100,2.24,CA,1674157282
459,koster,-25.863,26.8976,18.58,60,6,1.54,ZA,1674157283
460,poronaysk,49.2167,143.1167,-17.48,96,100,2.55,RU,1674157283
461,kuala pilah,2.7389,102.2487,22.12,98,100,1.08,MY,1674157283
462,svolvaer,68.2342,14.5683,3.1,60,75,9.26,NO,1674157284
463,guaratinga,-16.5667,-39.5667,24.97,87,65,2.53,BR,1674157126
464,ati,13.2154,18.3353,24.58,18,5,3.89,TD,1674157284
465,rosetta,31.4044,30.4164,15.75,79,0,5.91,EG,1674157284
466,phan thiet,10.9333,108.1,22.62,86,76,1.48,VN,1674157285
467,noumea,-22.2763,166.4572,21.99,72,61,3.97,NC,1674156841
468,bristol,41.8334,-71.1662,5.81,77,100,0.89,US,1674157006
469,rorvik,64.8621,11.2373,3.06,87,40,7.72,NO,1674157285
470,san andres,12.5847,-81.7006,30.01,66,20,4.12,CO,1674157286
471,gayny,60.3071,54.3241,-9.94,89,100,2.87,RU,1674157286
472,pustoshka,56.3355,29.369,-0.16,98,100,3.03,RU,1674157286
473,whitehorse,60.7161,-135.0538,-4.57,80,75,9.26,CA,1674157287
474,ahipara,-35.1667,173.1667,19.8,72,3,3.37,NZ,1674157288
475,mezen,65.8522,44.24,1.13,91,100,7.59,RU,1674157288
476,xining,36.6167,101.7667,-13.81,60,94,0.79,CN,1674157288
477,puerto padre,21.195,-76.6028,28.18,46,2,5.32,CU,1674157289
478,russell,32.3502,-85.1999,23.56,43,0,3.6,US,1674157289
479,hvide sande,56.0045,8.1294,0.61,71,100,1.28,DK,1674157289
480,inta,66.0317,60.1659,-5.27,92,100,2.97,RU,1674157289
481,dong hoi,17.4833,106.6,16.75,91,100,3.64,VN,1674157290
482,kavaratti,10.5669,72.642,26.82,68,6,3.47,IN,1674157290
483,pecanha,-18.5486,-42.5569,23.06,82,61,1.66,BR,1674157290
484,alofi,-19.0595,-169.9187,26.94,83,85,5.14,NU,1674157291
485,muroto,33.2833,134.15,9.28,65,9,3.86,JP,1674157291
486,sisimiut,66.9395,-53.6735,-21.92,84,8,4.63,GL,1674157291
487,port hardy,50.6996,-127.4199,3.1,100,100,1.54,CA,1674157292
488,saquena,-4.6667,-73.5167,22.76,98,100,0.14,PE,1674157292
489,ormara,25.2088,64.6357,17.78,63,100,7.14,PK,1674157292
490,dennery,13.8996,-60.8879,28.07,74,40,7.72,LC,1674157292
491,mengen,48.0495,9.3301,-1.31,95,64,0.61,DE,1674157293
492,waitati,-45.75,170.5667,18.22,80,4,1.05,NZ,1674157293
493,pinega,64.7001,43.3936,1.11,93,100,7.38,RU,1674157294
494,ust-omchug,61.15,149.6333,-39.5,99,67,2.33,RU,1674157294
495,nouadhibou,20.931,-17.0347,18.99,63,0,8.75,MR,1674157294
496,ponta delgada,37.7333,-25.6667,13.4,71,75,2.57,PT,1674157294
497,bam,29.106,58.357,6.9,63,7,2.28,IR,1674157295
498,finschhafen,-6.6024,147.8681,27.03,82,100,5.4,PG,1674157295
499,san felipe,10.3399,-68.7425,28.02,55,54,4.32,VE,1674157295
500,bhatkal,13.9667,74.5667,23.09,39,36,2.37,IN,1674157296
501,puerto colombia,10.9878,-74.9547,31.05,75,100,7.95,CO,1674157296
502,rabo de peixe,37.8,-25.5833,12.73,71,75,2.57,PT,1674157296
503,los llanos de aridane,28.6585,-17.9182,15.86,80,75,6.69,ES,1674157297
504,andenes,69.3143,16.1194,1.07,75,75,7.72,NO,1674157297
505,taoudenni,22.6783,-3.9836,20.86,21,9,4.59,ML,1674157297
506,gazojak,41.1875,61.4036,-6.44,66,13,1.32,TM,1674157298
507,arcachon,44.5875,-1.0519,2.45,93,78,6.28,FR,1674157298
508,egvekinot,66.3167,-179.1667,-33.12,86,78,4.1,RU,1674157298
509,urucara,-2.5364,-57.76,27.34,83,40,0.75,BR,1674157299
510,kenai,60.5544,-151.2583,-2.14,88,75,7.72,US,1674157299
511,okhotsk,59.3833,143.3,-23.49,78,100,6.02,RU,1674157299
512,micheweni,-4.9667,39.8333,26.76,79,100,4.0,TZ,1674157300
513,port blair,11.6667,92.75,25.02,78,75,1.03,IN,1674157300
514,maningrida,-12.0667,134.2667,23.92,92,100,2.86,AU,1674157300
515,kreminna,49.0495,38.2179,2.32,80,52,5.32,UA,1674157301
516,dingle,10.9995,122.6711,23.38,95,78,3.43,PH,1674157301
517,alyangula,-13.8483,136.4192,27.82,76,100,4.02,AU,1674157301
518,oistins,13.0667,-59.5333,28.05,65,40,10.29,BB,1674157260
519,shahe,39.2708,113.5478,-16.55,76,0,2.88,CN,1674157302
520,baykit,61.67,96.37,-41.13,98,100,1.96,RU,1674157302
521,klaksvik,62.2266,-6.589,0.51,65,100,9.66,FO,1674157302
522,pochutla,15.7432,-96.4661,29.34,55,86,2.94,MX,1674157043
523,opuwo,-18.0607,13.84,21.21,77,97,3.3,NA,1674157303
524,kununurra,-15.7667,128.7333,24.99,88,100,3.09,AU,1674157303
525,aykhal,66.0,111.5,-36.57,96,100,4.19,RU,1674157304
526,enumclaw,47.2043,-121.9915,5.02,92,100,1.34,US,1674157281
527,vestmannaeyjar,63.4427,-20.2734,2.68,66,100,10.23,IS,1674157298
528,chunskiy,56.0815,99.6342,-21.4,99,100,1.0,RU,1674157304
529,port keats,-14.25,129.55,26.69,79,100,2.38,AU,1674157304
530,yumen,40.2833,97.2,-12.31,63,0,8.09,CN,1674157305
531,erenhot,43.6475,111.9767,-18.41,74,0,4.9,CN,1674157305
532,verkhoyansk,67.5447,133.385,-46.25,100,98,0.79,RU,1674157305
533,dzerzhinskoye,56.8344,95.2283,-21.81,97,100,2.34,RU,1674157306
534,skelleftea,64.7507,20.9528,-0.8,100,75,2.06,SE,1674157306
535,itoman,26.1247,127.6694,16.01,63,75,4.12,JP,1674157306
536,paita,-5.0892,-81.1144,24.24,65,57,6.12,PE,1674157307
537,nome,64.5011,-165.4064,-27.96,83,0,0.0,US,1674157307
538,pacific grove,36.6177,-121.9166,12.72,73,40,7.6,US,1674157307
539,cha grande,-8.2383,-35.4617,23.43,80,100,4.04,BR,1674157308
540,emerald,-23.5333,148.1667,20.75,89,8,2.38,AU,1674157308
541,sola,-13.8833,167.55,26.61,78,100,6.55,VU,1674157308
542,necochea,-38.5473,-58.7368,28.46,50,52,10.52,AR,1674157308
543,campbell river,50.0163,-125.2446,3.74,100,100,0.0,CA,1674157255
544,bud,39.447,-86.1758,12.45,87,69,10.64,US,1674157309
545,marrakesh,31.6315,-8.0083,15.04,41,0,3.09,MA,1674157186
546,broome,42.2506,-75.833,3.72,90,100,7.2,US,1674157309
547,ikalamavony,-21.15,46.5833,20.71,89,100,5.5,MG,1674157309
548,teya,60.3778,92.6267,-27.82,97,100,2.61,RU,1674157310
549,hearst,49.6835,-83.6665,-12.86,93,100,3.95,CA,1674157310
550,beloha,-25.1667,45.05,23.7,72,100,7.78,MG,1674157310
551,vostok,46.4856,135.8833,-18.92,99,100,0.92,RU,1674157311
552,pocone,-16.2567,-56.6228,31.61,47,88,3.69,BR,1674157311
553,bontang,0.1333,117.5,24.47,89,100,1.76,ID,1674157311
554,nago,26.5881,127.9761,13.47,69,6,4.98,JP,1674157312
555,deputatskiy,69.3,139.9,-34.26,96,14,2.33,RU,1674157312
556,tazovskiy,67.4667,78.7,-31.22,94,26,3.86,RU,1674157312
557,bela,25.9333,81.9833,9.63,54,2,1.07,IN,1674157313
558,bosanska dubica,45.1767,16.8094,2.06,95,100,1.47,BA,1674157313
559,college,64.8569,-147.8028,-21.03,80,75,2.06,US,1674157313
560,bindki,26.0333,80.6,9.85,56,3,1.49,IN,1674157313
561,avera,33.194,-82.5271,21.97,75,100,7.32,US,1674157314
562,nalut,30.3333,10.85,6.08,39,0,4.18,LY,1674157314
563,vincennes,48.85,2.4333,2.65,92,100,2.57,FR,1674157314
564,bundaberg,-24.85,152.35,20.68,98,2,0.89,AU,1674157315
565,xiongzhou,25.1167,114.3,8.98,65,96,1.37,CN,1674157315
566,aspindza,41.5739,43.2483,2.83,68,8,2.67,GE,1674157315
567,colesberg,-30.72,25.0972,25.18,40,89,1.25,ZA,1674157316
568,meulaboh,4.1363,96.1285,23.78,84,88,1.52,ID,1674157316
569,akniste,56.1615,25.7478,0.07,91,100,1.78,LV,1674157316
570,eravur,7.7733,81.6095,25.02,62,100,4.44,LK,1674157317
571,shahr-e babak,30.1165,55.1186,1.41,78,4,1.48,IR,1674157317
